"Fri Sep 25 06:06:25 +0000 2015","647291045454184448","647291045454184448",".@AnzoAlDia: Gmail para Android ahora te permite bloquear contactos y cancelar suscripciones de listas de correo http://t.co/ipNw9qvlTc","459565277","459565277","Tu Acceso Total","TuAccesoTotal","Venezuela - Latin America","false","false","18218","18057","336","0","425553","Mon Jan 09 20:24:14 +0000 2012","-16200","Caracas","false","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443161185979"
"Fri Sep 25 06:06:26 +0000 2015","647291046238507008","647291046238507008",".@esanguino: Gmail para Android ahora te permite bloquear contactos y cancelar suscripciones de listas de correo http://t.co/3ji7gGicUQ","459565277","459565277","Tu Acceso Total","TuAccesoTotal","Venezuela - Latin America","false","false","18218","18057","336","0","425554","Mon Jan 09 20:24:14 +0000 2012","-16200","Caracas","false","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443161186166"
"Fri Sep 25 06:06:29 +0000 2015","647291059693748224","647291059693748224","Harga dan Spesifikasi  Evercoss A66A Terbaru, Ponsel Android dengan Kamera 13MP: Deskripsi Produk Evercoss A66... http://t.co/SO3UF4yiTS","303098887","303098887","puswanto","puzonetwo","temanggung,jawatenggah","false","false","7967","5280","1","235","15392","Sun May 22 09:09:14 +0000 2011","25200","Bangkok","true","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161189374"
"Fri Sep 25 06:06:30 +0000 2015","647291065850966017","647291065850966017",".@AnzoAlDia: Gmail para Android ahora te permite bloquear contactos y cancelar suscripciones de listas de correo... http://t.co/Ld6Fjjm0nK","459565277","459565277","Tu Acceso Total","TuAccesoTotal","Venezuela - Latin America","false","false","18219","18058","336","0","425559","Mon Jan 09 20:24:14 +0000 2012","-16200","Caracas","false","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443161190842"
"Fri Sep 25 06:06:30 +0000 2015","647291066169737216","647291066169737216","Harga dan Spesifikasi  Evercoss A66A Terbaru, Ponsel Android dengan Kamera 13MP: Deskripsi Produk Evercoss A66... http://t.co/N2aDIGUssC","303098887","303098887","puswanto","puzonetwo","temanggung,jawatenggah","false","false","7967","5280","1","235","15393","Sun May 22 09:09:14 +0000 2011","25200","Bangkok","true","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161190918"
"Fri Sep 25 06:06:44 +0000 2015","647291123258388480","647291123258388480","@taqiqin itu android M qin?","342067725","342067725","Hadiyan Nur Rochman","HadiyanNR","Jakarta","false","false","418","290","0","7","5921","Mon Jul 25 12:35:57 +0000 2011","25200","Jakarta","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161204529"
"Fri Sep 25 06:06:49 +0000 2015","647291142460018688","647291142460018688",".@AnzoAlDia: Gmail para Android ahora te permite bloquear contactos y cancelar suscripciones de listas de correo http://t.co/PmFWBljVj6","1479597504","1479597504","truequezuela","truequezuela","valencia, venezuela","false","false","6330","5908","76","51","269033","Mon Jun 03 12:42:11 +0000 2013","-16200","Caracas","false","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443161209107"
"Fri Sep 25 06:06:49 +0000 2015","647291143504424960","647291143504424960",".@esanguino: Gmail para Android ahora te permite bloquear contactos y cancelar suscripciones de listas de correo http://t.co/jtyZLV6CIt","1479597504","1479597504","truequezuela","truequezuela","valencia, venezuela","false","false","6330","5908","76","51","269034","Mon Jun 03 12:42:11 +0000 2013","-16200","Caracas","false","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443161209356"
"Fri Sep 25 06:07:08 +0000 2015","647291225750409216","647291225750409216","Really? You mean we no longer have two minutes to wait for a coffee? https://t.co/bpRRimwJCy","22671558","22671558","Jim","JimRomanovich","Los Angeles, CA","false","false","3005","150","142","83","19229","Tue Mar 03 20:16:15 +0000 2009","-28800","Alaska","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161228965"
"Fri Sep 25 06:07:12 +0000 2015","647291242242404352","647291242242404352","Why I'm ditching my Android phone and going back to iPhone (for now) http://t.co/9rYUC4CMRZ http://t.co/xxS2iDQ7yr","15776397","15776397","Stuff.co.nz Tech","NZStuffTech","New Zealand","false","false","9777","13","367","0","22286","Fri Aug 08 10:21:30 +0000 2008","43200","Auckland","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161232897"
