"Fri Sep 25 05:43:02 +0000 2015","647285159935393792","647285159935393792","I've collected 2,115 gold coins!  http://t.co/Isryl2PLut #android, #androidgames, #gameinsight","78953511","78953511","george matiowsky","ineedabuddy09","Winnipeg, Manitoba. Canada","false","false","28","68","17","3","8857","Thu Oct 01 17:10:04 +0000 2009","-18000","Central Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159782762"
"Fri Sep 25 05:43:02 +0000 2015","647285160421908480","647285160421908480","I've harvested 410 of food!  http://t.co/Isryl2PLut #android, #androidgames, #gameinsight","78953511","78953511","george matiowsky","ineedabuddy09","Winnipeg, Manitoba. Canada","false","false","28","68","17","3","8858","Thu Oct 01 17:10:04 +0000 2009","-18000","Central Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159782878"
"Fri Sep 25 05:43:10 +0000 2015","647285192277782528","647285192277782528","Hii Sette Tripp : Sette17 Do u want to get FREE iPhone 6? Go check my Bi0 : ) Thx https://t.co/7np8fzYhas","3272035232","3272035232","iPhone 6 Giveaways","ugiveawaybase","Sheffield, England","false","false","103","32","4","0","15842","Wed Jul 08 15:44:20 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159790473"
"Fri Sep 25 05:43:11 +0000 2015","647285195612254208","647285195612254208","Twitter Android Applications http://t.co/XSK3hozDy9 #bitlanders http://t.co/YVee6lc7br http://t.co/VHJD0qayQJ http://t.co/1gnatl2KYh","197360342","197360342","Katarina Manevski","katynevsky","Smurfette","false","false","141","57","141","25","41274","Fri Oct 01 08:50:13 +0000 2010","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","fr","1443159791268"
"Fri Sep 25 05:43:11 +0000 2015","647285198489423872","647285198489423872","RT @evleaks: Android devices apologize for an app crash. Apple products pretend like it never happened.","1551038929","1551038929","Sushant Shekhar","techsushant","India","false","false","34","107","2","8","217","Thu Jun 27 16:38:06 +0000 2013","19800","New Delhi","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159791954"
"Fri Sep 25 05:43:12 +0000 2015","647285201945628672","647285201945628672","Twitter Android Applications http://t.co/GfQAB8K66d #bitlanders http://t.co/7kpqZAGsxV http://t.co/0QKqBC80Dg http://t.co/IoKE9X559x","161624234","161624234","mina echo","minaecho","higher grounds","false","false","194","125","139","21","71071","Thu Jul 01 09:32:19 +0000 2010","-7200","Greenland","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","fr","1443159792778"
"Fri Sep 25 05:43:18 +0000 2015","647285225748217856","647285225748217856","I got a reward: Linked In in BigBusiness Deluxe for Android http://t.co/2r5O4Tbhlz #Android #Gameinsight #Androidgames","560846730","560846730","Alejandro El Ken","KeaneQuickenden","World","false","false","2","2","0","1","12","Mon Apr 23 02:24:21 +0000 2012","25200","Bangkok","false","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159798453"
"Fri Sep 25 05:43:17 +0000 2015","647285222183186432","647285222183186432","Twitter Android Applications http://t.co/1zCNHaI2FN #bitlanders http://t.co/jjfSfcERZ1 http://t.co/kMRJuM9aPv http://t.co/mpqVODi4av","197367473","197367473","Erni Sanem","WienOsran","revelatory of fear","false","false","168","106","166","8","33423","Fri Oct 01 09:26:18 +0000 2010","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","fr","1443159797603"
"Fri Sep 25 05:43:21 +0000 2015","647285238637400064","647285238637400064","RT @BREEZYROASTS: Bruh Justin timberlake looked just like android 19 http://t.co/9XFrhcvdPj","319716852","319716852","Chief Keesh","rapgame_keesh","soul searching","false","false","1546","1277","5","10249","86525","Sat Jun 18 16:19:34 +0000 2011","-18000","Quito","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159801526"
"Fri Sep 25 05:43:25 +0000 2015","647285256031240192","647285256031240192","Moto X Pure Edition review #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44632","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159805673"
"Fri Sep 25 05:43:28 +0000 2015","647285266294669313","647285266294669313","Firmware: N910FXXU1COH6_N910FO2U1COH3_O2U (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63014","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159808120"
"Fri Sep 25 05:43:29 +0000 2015","647285271801806848","647285271801806848","Why not try the @ReflexGamingLtd app, now on Android! http://t.co/R8hLS4m1Iq","3064797976","3064797976","The Vibe","the_vibe_music","UK","false","false","1","1","0","0","72","Sat Feb 28 10:32:16 +0000 2015","3600","Dublin","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159809433"
"Fri Sep 25 05:43:29 +0000 2015","647285272334327809","647285272334327809","RT @AndroidAuth: Android 6.0 Marshmallow set to roll out October 5, according to #telus http://t.co/N6iekaYUUr http://t.co/iXjRfI9Yuo","1551038929","1551038929","Sushant Shekhar","techsushant","India","false","false","34","107","2","8","218","Thu Jun 27 16:38:06 +0000 2013","19800","New Delhi","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159809560"
"Fri Sep 25 05:43:32 +0000 2015","647285285231960064","647285285231960064","Per ascoltare Radio Gaia scarica la nostra app gratuita dagli stores Apple, Android o Blackberry:... http://t.co/Fm0DUAgnbG","418980091","418980091","RADIO GAIA","RadioGaia2","Spinazzola","false","false","163","325","25","9","113638","Tue Nov 22 20:12:44 +0000 2011","7200","Rome","true","it","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","it","1443159812635"
"Fri Sep 25 05:43:34 +0000 2015","647285292622311424","647285292622311424","@ffmiphone cud u do an android one?","343451821","343451821","Podster","Podster550","Comberbach","false","false","318","110","13","1783","8267","Wed Jul 27 16:06:26 +0000 2011","7200","Amsterdam","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159814397"
"Fri Sep 25 05:43:37 +0000 2015","647285303674302464","647285303674302464","Firmware: N910HXXU1COH4_N910HOJV1COH2_ACR (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63015","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159817032"
"Fri Sep 25 05:43:37 +0000 2015","647285306572582912","647285306572582912","Firmware: N910HXXU1COH4_N910HOJV1COH2_AFR (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63016","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159817723"
"Fri Sep 25 05:43:38 +0000 2015","647285311446364160","647285311446364160","Firmware: N910HXXU1COH4_N910HOJV1COH2_WTL (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63017","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159818885"
"Fri Sep 25 05:43:39 +0000 2015","647285312301961216","647285312301961216","Firmware: N910HXXU1COH4_N910HOJV1COH2_TUN (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63018","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159819089"
"Fri Sep 25 05:43:39 +0000 2015","647285312243281920","647285312243281920","Firmware: N910HXXU1COH4_N910HOJV1COH2_BTC (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63018","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159819075"
"Fri Sep 25 05:43:39 +0000 2015","647285312562053120","647285312562053120","Firmware: N910HXXU1COH4_N910HOJV1COH2_XFU (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63019","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159819151"
"Fri Sep 25 05:43:39 +0000 2015","647285315980406784","647285315980406784","Firmware: N910HXXU1COH4_N910HOJV1COH2_LYS (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63021","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159819966"
"Fri Sep 25 05:43:40 +0000 2015","647285316424966144","647285316424966144","Firmware: N910HXXU1COH4_N910HOJV1COH2_ECT (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63022","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159820072"
"Fri Sep 25 05:43:40 +0000 2015","647285317133844481","647285317133844481","Firmware: N910HXXU1COH4_N910HOJV1COH2_TMC (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63023","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159820241"
"Fri Sep 25 05:43:40 +0000 2015","647285317158981632","647285317158981632","Firmware: N910HXXU1COH4_N910HOJV1COH2_THR (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63023","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159820247"
"Fri Sep 25 05:43:40 +0000 2015","647285320132726784","647285320132726784","Firmware: N910HXXU1COH4_N910HOJV1COH2_MRU (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63025","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159820956"
"Fri Sep 25 05:43:41 +0000 2015","647285321017651200","647285321017651200","RT @BREEZYROASTS: Bruh Justin timberlake looked just like android 19 http://t.co/9XFrhcvdPj","1922225239","1922225239","Tan Iverson","BeLikeMarc",".notsuoH","false","false","870","664","1","1350","16291","Tue Oct 01 04:08:36 +0000 2013","-14400","Eastern Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159821167"
"Fri Sep 25 05:43:42 +0000 2015","647285326357078017","647285326357078017","Firmware: N910HXXU1COH4_N910HOJV1COH2_XFE (Android 5.1.1) http://t.co/EHNEWtotLk","89913536","89913536","SamFirmware","SamFirmware","The Netherlands","false","false","44294","3","1169","2","63026","Sat Nov 14 10:36:16 +0000 2009","7200","Amsterdam","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159822440"
"Fri Sep 25 05:43:45 +0000 2015","647285337316794370","647285337316794370","I have Dino`s Lair on my island! Now my island is even more awesome!  http://t.co/jUPK8A0O0M #android, #androidgames, #gameinsight","210681175","210681175","chad stewart","stewbaka","johnson city ny","false","false","26","68","3","8","7197","Mon Nov 01 02:05:15 +0000 2010","-14400","Eastern Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443159825053"
