"Fri Sep 25 06:16:40 +0000 2015","647293621952114688","647293621952114688","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul http://t.co/W2kWShAMvI","80753883","80753883","Ganteng skali","fangli_s","Indonesia","false","false","1218","4","3","116","61589","Thu Oct 08 03:21:53 +0000 2009","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161800264"
"Fri Sep 25 06:16:42 +0000 2015","647293630336528384","647293630336528384","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul http://t.co/dFRJraJS8A","1448034936","1448034936","Liputan PATI","LiputanPATI","PATI Bumi Mina Tani, ID","false","false","754","78","8","39","41564","Wed May 22 05:42:41 +0000 2013","25200","Bangkok","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161802263"
"Fri Sep 25 06:16:42 +0000 2015","647293629963177984","647293629963177984","Google voice search is now faster and more accurate on Android and iOS, even in noisy e... http://t.co/0ZMwpR3ad7 http://t.co/RkM2aXbw9j","179867477","179867477","Android Plaza","AndroidPlaza","San Francisco","false","false","11735","1671","592","0","49789","Wed Aug 18 08:31:06 +0000 2010","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161802174"
"Fri Sep 25 06:16:48 +0000 2015","647293656018227200","647293656018227200","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul: Nexus terbaru hampir dipastikan akan meluncur 29 S... http://t.co/h1lqXO3i6P","1479588228","1479588228","Depot Pulsa Murah","metroreloadcell","Indonesia","false","false","360","1396","4","17","26201","Mon Jun 03 12:36:56 +0000 2013","25200","Hanoi","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161808386"
"Fri Sep 25 06:16:51 +0000 2015","647293670673088512","647293670673088512","RT @ineffable888: Twitter for Android is the most used App for HT #ALDUBPreparationDay http://t.co/6Dx2Lqonvn","1405924560","1405924560","Gerome Bautista","geromebb27","San Pedro, Laguna","false","false","104","358","2","750","4929","Sun May 05 19:48:06 +0000 2013","28800","Beijing","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","true","low","en","1443161811880"
"Fri Sep 25 06:16:54 +0000 2015","647293681330814976","647293681330814976","Samsung Unveils New GamePad Controller For Android Handsets http://t.co/TFk82OoXSt #Tech http://t.co/Rt5gd4SJut","113665737","113665737","The Tech Journal","TheTechJournal","Florida, USA","false","false","17172","65","442","3","28008","Fri Feb 12 16:03:19 +0000 2010","-14400","Eastern Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161814421"
"Fri Sep 25 06:16:57 +0000 2015","647293693372690432","647293693372690432","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul: Nexus terbaru hampir dipastikan akan meluncur 29 S... http://t.co/erBQ1gGcKx","424813015","424813015","Affan Achmad Pramuja","AffanAP","Palembang","false","false","728","441","0","3","40932","Wed Nov 30 06:17:45 +0000 2011","25200","Bangkok","false","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161817292"
"Fri Sep 25 06:16:58 +0000 2015","647293697441202176","647293697441202176","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul: Nexus terbaru hampir dipastikan akan meluncur 29 S... http://t.co/rKVIgfJ12R","551899240","551899240","Palembang News","PalembangNews","Palembang, Indonesia","false","false","2282","385","5","6","111952","Thu Apr 12 14:22:21 +0000 2012","25200","Bangkok","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161818262"
"Fri Sep 25 06:16:59 +0000 2015","647293704135249921","647293704135249921","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul: Nexus terbaru hampir dipastikan akan meluncur 29 S... http://t.co/6gucpm47Kj","2219747702","2219747702","#CANGKEM","Cangkem_Suwek","YOGYAKARTA","false","false","72","208","9","0","126550","Thu Nov 28 13:45:09 +0000 2013","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161819858"
"Fri Sep 25 06:17:02 +0000 2015","647293715816411137","647293715816411137","Tons Of People Are Moving To The Coast Amid A Lull In Hurricanes http://t.co/zufyr3sMGX via @duckduckgo for Android","23268382","23268382","PatriciaStewart TEX","Beylotte","Sugar Land TX ","false","false","4671","4477","133","14027","48374","Sun Mar 08 02:56:39 +0000 2009","-18000","Central Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","7a41192a2879ee24","city","Sugar Land","US","United States","Sugar Land, TX","0","0","false","false","false","low","en","1443161822643"
"Fri Sep 25 06:17:02 +0000 2015","647293717267636224","647293717267636224","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul http://t.co/hI2uq7nSQr","448483273","448483273","Fiere Kresnadi Adam","fieresenie","Alam Marcapada","false","false","522","176","9","30","48991","Wed Dec 28 01:58:21 +0000 2011","25200","Jakarta","true","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443161822989"
"Fri Sep 25 06:17:04 +0000 2015","647293722280001536","647293722280001536","Tons Of People Are Moving To The Coast Amid A Lull In Hurricanes http://t.co/S6WT72gJS6 via @duckduckgo for Android","23268382","23268382","PatriciaStewart TEX","Beylotte","Sugar Land TX ","false","false","4671","4477","133","14027","48375","Sun Mar 08 02:56:39 +0000 2009","-18000","Central Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161824184"
"Fri Sep 25 06:17:05 +0000 2015","647293728651145216","647293728651145216","http://t.co/LSm8bPjM0V https://t.co/Zg0cKAaUAS","334430167","334430167","BIGQUESTON","PostedUp760","Montgomery, AL","false","false","490","2017","3","940","5548","Wed Jul 13 02:41:29 +0000 2011","-18000","Central Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","und","1443161825703"
"Fri Sep 25 06:17:05 +0000 2015","647293728399339520","647293728399339520","@gauravh1 one more que: Android OS consuming data like crazy even after turning background data off. What to do? http://t.co/YArSlt8Xou","365895522","365895522","Aniket ","capri8ight","MH ","false","false","668","1107","23","7747","50486","Thu Sep 01 06:06:55 +0000 2011","19800","Chennai","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161825643"
"Fri Sep 25 06:17:07 +0000 2015","647293734531428352","647293734531428352","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul http://t.co/fXOzlWRML2","179509241","179509241","Cyberboard","ID291214","Internet","false","false","1031","302","178","144","150832","Tue Aug 17 13:24:27 +0000 2010","28800","Singapore","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","true","low","in","1443161827105"
"Fri Sep 25 06:17:07 +0000 2015","647293737459056640","647293737459056640","RT @ineffable888: Twitter for Android is the most used App for HT #ALDUBPreparationDay http://t.co/6Dx2Lqonvn","35709046","35709046","Timothy John Paulino","tijonpaul","Marikina City Philippines","false","false","212","468","1","1046","3076","Mon Apr 27 09:47:49 +0000 2009","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161827803"
"Fri Sep 25 06:17:09 +0000 2015","647293744937496576","647293744937496576","Duo Nexus Rilis 29 September, Android Marshmallow Menyusul: Nexus terbaru hampir dipastikan akan meluncur 29 S... http://t.co/W3if27DqWN","193194164","193194164","Granger Ocra","grangerferdi","Surabaya","false","false","53","1926","2","2","19675","Tue Sep 21 06:15:24 +0000 2010","25200","Jakarta","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","true","low","in","1443161829586"
"Fri Sep 25 06:17:10 +0000 2015","647293749219885056","647293749219885056","RT @SincerelyTumblr: no offense but android snapchats look like photographs from the American civil war","2514553225","2514553225","forever","asdfghjkeljei","lost","false","false","445","143","4","2789","5867","Thu May 22 05:23:22 +0000 2014","-25200","Arizona","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443161830607"
