"Fri Sep 25 13:34:06 +0000 2015","647403708397973505","647403708397973505","#GirlsOnStocks Blackberry CEO: Our new phone is an Android http://t.co/wrg3mCjUOH #Investing #Stocks","2440672741","2440672741","Girls On Stocks","GirlsOnStocks","In Bed","false","false","594","48","39","296","31805","Sat Apr 12 22:26:31 +0000 2014","-14400","Eastern Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188046918"
"Fri Sep 25 13:34:07 +0000 2015","647403711250108416","647403711250108416","US regulators probe Google's Android: report http://t.co/Lgt1wnBT0L","102179553","102179553","9wireless","9wireless","Silicon Valley, California","false","false","1845","1557","38","0","41751","Tue Jan 05 22:06:18 +0000 2010","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188047598"
"Fri Sep 25 13:34:09 +0000 2015","647403718980210688","647403718980210688","5 cool new Android launchers and interface tools (September #2) http://t.co/j7qGNmtKlk #TC","628277773","628277773","Twitlight Clients","TwitlightClient","Indonesia","false","false","110","744","14","7","33800","Fri Jul 06 10:57:31 +0000 2012","25200","Jakarta","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188049441"
"Fri Sep 25 13:34:09 +0000 2015","647403720637063168","647403720637063168","I have completed the quest 'Find... Transmit...' in the #Android game The Tribez.  http://t.co/NRxwBJQYM2 #androidgames, #gameinsight","44240420","44240420","sherrie patterson","slptasch","Tennessee","false","false","9","36","0","0","5321","Tue Jun 02 23:43:24 +0000 2009","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188049836"
"Fri Sep 25 13:34:11 +0000 2015","647403725544378368","647403725544378368","I just bought: 'Microsoft Universal Mobile Keyboard for iPad, iPhone, Android devices, and Windows... via @amazon http://t.co/UooQl6dnNY","32158387","32158387","Kreig Zimmerman","Kreig303","USA","false","false","248","307","5","10","3199","Thu Apr 16 21:23:03 +0000 2009","-14400","Eastern Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188051006"
"Fri Sep 25 13:34:13 +0000 2015","647403734616551424","647403734616551424","Blackberry CEO: Our new phone is an Android http://t.co/Ze762IPWWm","1659142910","1659142910","JMR Capital Markets","jmrcapmg","Atlanta, GA","false","false","285","975","12","0","52002","Sat Aug 10 03:08:59 +0000 2013","-14400","Eastern Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188053169"
"Fri Sep 25 13:34:15 +0000 2015","647403746000044032","647403746000044032","RT @BlackBerry: #BlackBerry and @Android: Expanding our World http://t.co/Zvbx3D0drl #Priv http://t.co/Kq7ikr7iJo","441391631","441391631","David ","BuddhistDavid","Kitchener, Canada","false","false","54","247","2","2055","874","Tue Dec 20 01:49:31 +0000 2011","-14400","Eastern Time (US & Canada)","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188055883"
"Fri Sep 25 13:34:16 +0000 2015","647403748151660544","647403748151660544","RT @BlackBerry: .@JohnChen on #Priv, and why we're teaming with @Google for an @Android phone http://t.co/LfotBPOWmJ http://t.co/GJLwqpr12e","72520440","72520440","g.","floo1989","Lombardy, Italy","false","false","765","399","35","139","77481","Tue Sep 08 10:16:59 +0000 2009","7200","Rome","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188056396"
"Fri Sep 25 13:34:17 +0000 2015","647403751930621954","647403751930621954","@Steph_Philbrick Is this your phone that is apparently oh so terrible?  https://t.co/wMtyjNDG4S","441870293","441870293","David Jenkins","DavJenks","Sydney, Australia","false","false","127","334","9","2713","4240","Tue Dec 20 14:14:42 +0000 2011","36000","Sydney","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443188057297"
"Fri Sep 25 13:34:24 +0000 2015","647403782616125440","647403782616125440","Applicacion que ha hecho que muchos usuarios de iPhone se pasen a Android solo para poder usarla. #Truecaller http://t.co/NDr2TFAvTh","125868304","125868304","Manuel Abreu Ortiz","IngAbreuOrtiz","Santo Domingo","false","false","4748","4697","25","11637","8046","Wed Mar 24 03:31:50 +0000 2010","-14400","La Paz","true","es","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","es","1443188064613"
